title,price,store,image_url,product_url,rating,review_count
"POCO C95 Pro, Blue, 8/256 GB",3429000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1788769120wyxjoYFvewfe.webp,https://market.beeline.uz/smartfony/poco-c95-pro-point-blue-point-8256-gb,,
"POCO C95 Pro, Green, 8/256 GB",3429000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1788769146O364FKeD9dQL.webp,https://market.beeline.uz/smartfony/poco-c95-pro-point-green-point-8256-gb,,
"POCO C95 Pro, Black, 8/256 GB",3429000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1788769138POhSJWU2lVEH.webp,https://market.beeline.uz/smartfony/poco-c95-pro-point-black-point-8256-gb,,
"POCO C95 Pro, Green, 6/128 GB",2949000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/17887691563HU1eD4pvvtH.webp,https://market.beeline.uz/smartfony/poco-c95-pro-point-green-point-6128-gb,,
"POCO C95 Pro, Blue, 6/128 GB",2949000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1788769127EQG1wE59AKaG.webp,https://market.beeline.uz/smartfony/poco-c95-pro-point-blue-point-6128-gb,,
"POCO C95 Pro, Black, 6/128 GB",2949000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1788769133tEBaeOjy60Od.webp,https://market.beeline.uz/smartfony/poco-c95-pro-point-black-point-6128-gb,,
"Redmi Note 17 Pro, Satin Orange, 8/512 GB",5199000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1787649611agWtOh1pawrj.webp,https://market.beeline.uz/smartfony/redmi-note-17-pro-satin-orange-8-512-gb,,
"Redmi Note 17 Pro, Nebula Purple, 6/128 GB",4339000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1787638485kW7cBUWaAwzT.webp,https://market.beeline.uz/smartfony/redmi-note-17-pro-nebula-purple-6-128-gb,,
"Honor X8e, Sunrise Orange, 6/256 GB",3529000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1787812359iuVw4If6ExjW.webp,https://market.beeline.uz/smartfony/honor-x8e-sunrise-orange-6-256-gb,,
"Redmi Note 17 Pro, Black, 6/128 GB",3699000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1784266150JkMCmRzep40l.webp,https://market.beeline.uz/smartfony/redmi-note-17-pro-black-6-128-gb,,
"POCO X8 Pro, Black, 8/256 GB",5629000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1781073531lER6LVOSFxrz.webp,https://market.beeline.uz/smartfony/poco-x8-pro-black-8-256-gb,,
"Redmi 17 4G, Lotus Purple, 8/256 GB",3569000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/17851498073t6vOQuBZQ5q.webp,https://market.beeline.uz/smartfony/redmi-17-4g-lotus-purple-8-256-gb,,
"Honor X8e, Desert Gold, 6/256 GB",3529000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1787812375JhRoiOoQEll7.webp,https://market.beeline.uz/smartfony/honor-x8e-desert-gold-6-256-gb,,
"Honor X8e, Desert Gold, 6/128 GB",3199000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1787812381tjTzO1OjhVKj.webp,https://market.beeline.uz/smartfony/honor-x8e-desert-gold-6-128-gb,,
"Honor X8e, Velvet Black, 6/256 GB",3529000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/17878123917pC5AO92yK0i.webp,https://market.beeline.uz/smartfony/honor-x8e-velvet-black-6-256-gb,,
"Honor X8e, Velvet Black, 6/128 GB",3199000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1787814984VUoD1bifd3hy.webp,https://market.beeline.uz/smartfony/honor-x8e-velvet-black-6-128-gb,,
"Realme Note 80, Black, 4/128 GB",2199000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1786958102np4h2388g8Dh.webp,https://market.beeline.uz/smartfony/realme-note-80-point-black-point-4128-gb,,
"Realme Note 80, Blue, 4/128 GB",2199000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1786958124cR7uafVH0ihx.webp,https://market.beeline.uz/smartfony/realme-note-80-point-blue-point-4128-gb,,
"Realme Note 80, Black, 4/64 GB",1899000.0,beemarket,https://minapi.beemarket.uz/prod-media/productImages/1786958109PH49oS9OQu7T.webp,https://market.beeline.uz/smartfony/realme-note-80-point-black-point-464-gb,,
